comment_text,hdb_labels
Trump is such an embarrassment - so glad that lying loudmouth traitor is gone,-1.0
Bet those who voted for the twisted demon-rats regret it,-1.0
Trump,277.0
46:52 Troll face,-1.0
What is happening at 57 minutes? Are snakes crawling out of Biden’s sleeve?,-1.0
Okay.. hear the Deal..okay how’s many times he said that ???,-1.0
"Trump: ""People wanna hear what I have to say"". 
The People: ""Ah, nope we'll pass"".",-1.0
This is very entertaining!,293.0
200 million haha,-1.0
I hate them both so damn much,37.0
"Now we are in the Biden administration,  he is a huge liar, alzheimers obviously,  and destroying our country. Thank you for stealing the election, Joe",-1.0
sleepy joe and big don are bouta fuck over this nation once an for all! Lewinsky 2020!!!,-1.0
"This debate was more like a comedy show, 44:47 was my favourite part",-1.0
"this is the best stand up comedy show.














lol",288.0
comments tuned off...the left is soooo weak!!! hehehehehhe,-1.0
It's funny how he laughs everytime he's caught telling a lie lol,-1.0
120 million out of coverage?,-1.0
At Least Donald Trump Would Let Us Know What He Was Going To Do👌🏿🤔 Joe Biden Made It Look Like He Was All For Us And Soon As He Got In Office He Hit Us With All Kinds Of Things He Never Mentioned🤬😱 He’s A Snake🐍 And A Real Racist👎🏿🤬 Donald Trump Was The Best President That Got Into Office For Black People Especially The Black Man👨🏾 And Thats Proven Facts👌🏾 He Might Of Been A Lil Racist But Trump Wouldnt Hide It And It Wasn’t To Much Of Racism He’s More Of Im Richer Than You Attitude😂 He’s The Type Of Man Thats Thinks If Your Rich Your Green😂💯👌🏾,-1.0
anyone know wtf was in Biden's sleeve at 59:17?,327.0
who’s watching in 2021,-1.0
Biden's points were quite logical I really  like. The way he presents his arguments unlike trump who is so irksome,-1.0
what's in biden's sleeve at 57:18?????? 'com'on man' they all fake,-1.0
Who else is here for the comments?,-1.0
https://youtu.be/6i9yr4Sc7G8,183.0
No regard for people's time?  Nearly half an hour passed before the start!,-1.0
This was a disgrace Donald Trump is a psychopathic liar and not. A real person has an a$$hole,-1.0
"This did not age well for Joe.  ""You have to have a plan for the virus.""  
Also Joe in 2021: I have no plan for the virus",-1.0
"Pourquoi le roi md6 arabe chérifien saoudien achète l ONU avec les corruptions de tant des milliards d'euros et dollars de potdevin est ce que pour qu'il puisse coloniser l Europe et la Afrique ? Et dont ce roi arabe md6 saoudien chérifien qui colonise le Maroc berbère wilaya des berbere et le Sahara espagnole berbère wilaya des berbere et que nous les berberes amazigh ami des européens et américains et Israël nous révoltons pour dégager tout arabe colonisateur de l'Afrique de nord berbère française vers leur pays d'origine Arabie Saoudite avec eux le roi md6 arabe chérifien saoudien terroriste mondial , et vive l indépendance total de l'Afrique de nord berbère française de syphax berbere et de chachnaq berbère amazigh de la capitale siga aintimouchente se trouve en Algérie berbere française",-1.0
He dumb,-1.0
Trump is not funny at all,-1.0
"I'm really, really glad Trump lost🤣",-1.0
America lost that debate,98.0
Trump won the election.,245.0
"Trump: Are you in charge here?
Wallace: Yes I a-
Trump: NOPE.
Wallace: I-
Trump: WRONG.
Wallace: My n-
Trump: I'M IN CHARGE!
Wallace: My name is Chris-
Trump: I'm in charge.",-1.0
I’m glad Biden’s president now but this debate was pretty bad,-1.0
This was the most ironic debate in American history,-1.0
"Sometimes I just want to scream “Trump, shut the f!ck up!!!”",-1.0
Trump couldn’t handle Biden telling facts,-1.0
Way to go President Donald Trump!!!!,-1.0
Just Congratulations to your team for this,-1.0
"Uh oh, stinky",-1.0
1:15:21,303.0
This was a smart guy tryna debate with the dumbass spoiled brat who sits in the back of class....WHEN he shows up.,-1.0
Then trump ended up getting covid and giving it to some family members,-1.0
This was so annoying,-1.0
"The blue-eyed phone informally reply because clutch culturally ban save a repulsive carp. industrious, tart kenneth",-1.0
"I don't care which side you're on, How are these two the best candidates running for President. WTF",-1.0
တစ်ချို့လူ သိတယ် တာမဟုတ်ဘူးတစ်ခုခုမှားနေပြီးဆိုတာ စာလေ့လာကြည့်လိုက် ပဏ္ဍိတ ဆရာတော် ကောခမိတ်ရေစက်ချ အလျှူရေစက်လမ်းမ ဇရပ်။,6.0
ငါတူလေ နှစ်ယောက်ရှိသေးတယ်ထိုင်းနိုင်ငံ မှာအလုပ်သွားလုပ်တယ် မျက်နှာတစ်ခြမ်းငယ်ငယ်ကတည်ကထွေလာ‌နောက်ဆုပ်ကျော်မိတယ်လေ ငါတတူလေးတစ်ယောက်ငါ့အကိုရဲ့သားနှစ်ယောက်ဘယ်ရှိတာဘငါ့အကိုအကြီးဆုံးလေ သူ့သားနှစ်ယောက် ငါထိန်းမှရတော့မယ်တစ်ချို့လူက ငါတူလေစိတ်သဘောသိတယ်လေ သူတို့နှစ်ယောက်အခြောက်လို့ဘယ် နောက်ကွက်လည့်ကွက်သမားရှိတာပေါ့ ငါထင်တာလေ တိုက်ဖျက်ရေးသမားရှိတယ် ငါကြည့်ထားတယ်အက်ကောင်ဘယ်ပြေးမလည်း ဆောက်ကြည့်အင်ဂလစ့်ငါစာတင်လိုက်မယ် သက်သေနဲ့။,6.0
‌သူ့ဟာသူကွဲနေတယ် ငါ့ပစပ် သွားပေါ့တစ်ချက် ထီ့ဖါ့နည်းနည်းဘယ်ငါသ‌ွားတပ်မယ်လေ အင်ဂလစ်မလာသေးဘူးအခုထိငါဆောက်နေတယ် နည်းနည်းဘယ်။,6.0
ယ်ုမဲ့ထီးဖါ ယ်ုဟှယ်ထိုင်လိုင်လေ့ဘောင်ကောကါဟော့ယောက်ဏှ် ယ်ုမဲ့ထီ့ဖါ တံတားရွှေတီးပိုက်လုံးတံတားမှာဘယ်လေ သူငယ်ချင်းတွေနဲ့သင်ကြန်ပွဲတော်လေ အက်ဒီချိန်။,6.0
အရင်ကတည်းက ငါအိမ်ထဲ့သိမ့်မနေဘူးလေ ငါဘန်ကောက်တက်ကတည်က ဇစ်တန်းကျောင်းငါထွက်လိုက်တယ်လေ ဘန်ကောက်ရောက်တော့ သိမ့်မကြာသေးဘူးခဏ ဘန်ကောက်ရေကြီးလာတယ်လေ သိလားအင်ဂလစ့် ရေကြီးလေ အရင်ကတည်က။,6.0
ဖုန်းတိုင်းဘယ်ရှိတော့တယ်အင်ဂလစ့်လာကြည့်မလာငါ့အဖွားအိမ်မှာလေ စပယ်ဆယ်ငါရှိရင် ငါ့အဖေတွေ့က ဗမာစာ‌ကားတောင်သိမ့်ပြောမတပ်ဘူးလေ အက်တော့ကျွန်တော်ပြောပြတာဘယ်နော်အိုခေ။,5.0
မိုက်ကော် ခက်လောက်ဟိုက်ဖျံ  ခေါင်ကျင်ငိုက် ခေါင်ကျင်လုပလောက်နှင့်ငါ့ လာကန်ငိုက်ထူ့ခွန့်မိတ်ဒ့ီ့လန့်,5.0
အိုခေ နာမ်အင်ဂလစ်ဂျီပီအက် နက်နော်စီ ချိက်မိုင်အင်ဂလစ်တော်ဆော်စထီ့ ဒီယုံ ပက်ပက်စီ ဘယ်နှင့်အင်ကလစ် လူးကျာန်ထူးရံ ကွန်ပျုတာ အိုခေ။,5.0
Don't cheer for the person you want to vote for just sit silent and accept your fate LOL these fools in the Democratic party are going to destroy america.,-1.0
1:14:51 It's like chastising your infant child to not touch the stove.,-1.0
😡vs😴,-1.0
"The moderator is on Biden side notice how when Trump interrupts the moderator say let Biden speak but when Biden interrupts it's ""ok""",-1.0
F u Wallace,171.0
Pure classic.,-1.0
"Nobody :

Your Parents Trying to Prove whos the best parent :",-1.0
"74 years old and 78 year old grandpa's yelling at each other in a debate . This is hilarious to see . If a movie is made on this , no doubt it will be one of the highest grossing films till date 😂 .",-1.0
"Joe Biden: "" you admitted you shut it down""

President Trump: "" Wait a second joe let me shut you down for just one second""

i am weakkkk!",-1.0
"trump: 1:26:05 saying the thing


me: ....",-1.0
"Look up Biden's left sleeve at 57:19....can anyone explain this? 
Thank You.",327.0
57:18 LOOK AT BIDEN WRIST ! WHAT THE HELL WAS THAT ??????,327.0
I miss this,-1.0
69 questions coincidence I think not  ;),-1.0
Video starts at 27:45,-1.0
Trump kept going on about his crowd sizes at rallies comparing them to Biden’s. Joe Biden got the last laugh and the biggest crowd when 81 million showed up to vote for him on Election Day.,-1.0
Before the country was stolen,-1.0
"At 57:19 there is some type of ""living organism"" in ""Biden's"" sleeve. Watch closely.",-1.0
What is that on Joe Bidens wrist at 57:19???  Alien tech?,327.0
Trump never presented a healthcare plan.,-1.0
49:44 watch bidens face when he hears bird flu....,-1.0
someone knows what's on the wrist of biden at 57:19  and this things dissapear ??!   look like a little snake 😂https://youtu.be/wW1lY5jFNcQ?t=3439,-1.0
Biden won illegally smh,-1.0
Trump is such a  jerk. Since he's all sweaty and psycho in this debate I assume he had COVID during this debate and he was trying to infect Biden with his virus.,-1.0
"First:  ""Reason for the Upset i/ii"" file:///C:/Users/Valued%20Customer/Documents/Sound%20recordings/Reason%20for%20the%20Upset%20(Trump%20Election).m4a
""Reason for the Upset ii/ii"" file:///C:/Users/Valued%20Customer/Documents/Sound%20recordings/Reason%20for%20the%20Upset%20(Trump%20Election).m4a",-1.0
“China ate your lunch”. What the heck,73.0
Comedy gold,-1.0
"@ 1:32:59 you see  Wallace set Trump up. He ask Trump to tell them to stand down. And you can see both the moderator and Wallace egg him on. They are saying do it! And when he says stand back and stand by meaning to not add to the violence, you see Joe with a wide smile! They got there clip they wanted! This is sick folks! Real dirty!",-1.0
It way too obvious I’m reading!,-1.0
President Trump was all by himself in this debate. With the exception of wrestling with Chris here and there,-1.0
Chris Wallace for US president.,133.0
"So Biden brings up COVID, and then Trump responds, and the moderator interrupts Trump and says ""OH no stop We're talking about covid later!"" 
This debate was a sham. A hit-job against Trump.  Obvious from the start",-1.0
I HAD TOO LAUGH BECAUSE TRUMP WAS WAVING HIS HANDS 🙌 TREW THE HOLD TIME BUT BIDEN WAS JUST LISTENING 👂 BIDEN WAS TELLING THE TRUTH ON All ISSUES I AGREE WITH BIDEN !!,-1.0
"It's been a wonderful 1 hour and 30 minutes!
mhm yeah",-1.0
Even Dominion here is actively switching lol!!!,-1.0
Hillary put up a better fight and had bigger balls,-1.0
Best debate ever,155.0
"Lol
this was so funny... I mean... *unpresidential*
Yeah that's a better word for it.",-1.0
Trump is acting really sus in here like he won’t let Biden talk because he scared that Biden may say something that will expose him lol,-1.0
"1:22:22 ""sisisis""",-1.0
The Comedy Central roasting of America’s dignity,-1.0
I miss Trump so much. He was a REAL president.,-1.0
This debate is sponsored by booze.,-1.0
"The United States of America Supreme Court Case: ""The Supreme Court"" -vs- ""Clayton County Georgia Kidnapping all public school Children and Child molesting them by masterminding Coronavirus"".(Affidavit)",-1.0
This  election was a total fraud,-1.0
To be fair in the beginning of the debate Chris Wallace was pretty biased with the way he worded questions to Trump vs Biden,-1.0
Trump still got 75 million votes despite his terrible performance in this debate... Just shows that the debates don't impact anything,-1.0
Donald Trump is the best president we've ever had in years who quit buying is doing now since he's in the White House messing up the whole thing,-1.0
Biden and his wife make awesome  team.,-1.0
I think Biden the best,-1.0
"This debate was fitting, in the worst year of most of our lives.  One is a semi-celebrity who won because Mrs. Clinton was so disliked.  The other is a rambling career politician.  I don't care for either candidate, but at least Biden will bring respectability back to the country.",-1.0
I'm 15 and this deep,-1.0
https://www.youtube.com/watch?v=pj87LmKGIvk&t=451s,185.0
@42:34 is too funny,-1.0
All I heard was Mr President please stop,-1.0
"President Donald Trump's Impeachment Papers Retail Price $4.99 USD
Reports say That Donald Trump is married to Victor Hill as a Gay man in Idelik Federal Prison. Sheriff Victor Hill is in Federal Prison for the Murder of Tesha Michel(FBI Alias Gwenevere McCord) and all murders Inside Super Band Comics, Inc. Lawsuits. IDELIK FEDERAL PRISON HAS SEIZED TYLER PERRY STUDIOS AS DAVID GOLPHIN JR DOING BUSINESS AS THE SUPREME COURT DEATH PENALTY. The Osama Bin Laden will Bomb all islands, TERRITORIES and Properties. Attention Planet Earth Bomb every Police car that say ""Sheriff Victor Hill"": mission for Noob Saibot first infantry. (Sheriff Victor Hill murders Tesha Michel to mastermind how to sell counterfeit Idelik shoes)",-1.0
All Clayton County Georgia males have Viginas staying Around King David Golphin Jr,-1.0
"*THE GIRLS ARE 18+ HERE **HOTSLUT.LIVE*


みゃあこさん！ฅ( ̳• ·̫ • ̳ฅ)ﾆｬﾝ
TANTA BEYEZAS QUE DIOS A HECHO EN ESTE MUNDO ASERE Y
DISEN QUE DIOS ES MALO SI DIOS ES MALO NADIE ES BUENO ASERE
MIL GRASIAS POR TANTA BEYESAS I loro stati di salute rispettivi prevenirli
ライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたもんね（笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした！今後は気を51x21921",-1.0
"President Donald Trump's Impeachment Papers Retail Price $4.99 USD
Reports say That Donald Trump is married to Victor Hill as a Gay man in Idelik Federal Prison",-1.0
President Donald Trump's Impeachment Papers Retail Price $4.99 USD,-1.0
44:45 Will you shut up man. This is so unpresidential.,-1.0
all these politicians are part of the club. legacies when they enter college. trump was an outsider and a non-legacy to the club. the clubs are so scared of trump they continue to Impeach after trump left office. and the establishment will continue to go after trump.,-1.0
Chris wallace is an absolute joke,171.0
Well President Joe Biden of you can get through FBI set ups the President Joe Biden has been diagnosed with the Coronavirus forever.,-1.0
"Democrats always wants to talk about it, talk about it for 100 yrs just talk",-1.0
You can spot the Trump supporters in the audience because they aren't wearing masks.,-1.0
Ok is it just me or is the entire thing (first of all a disaster) just Trump being like “I’m better than Biden. I am better than him”   He didn’t even give any concederte answers or reasons or anything like that. All trump did was shoot down Biden. I’m not saying I fully back Biden either; he has his flaws and he wouldn’t be my first choice for an ideal man in office. I just don’t know if anyone with more knowledge or brain cells related,-1.0
Uncle Sam as the next moderator,-1.0
❤❤❤❤❤❤❤❤❤❤❤D   TRUMP  ↔THE   BEST   USA    PREZIDENT 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,-1.0
"1)666 😈😈😈🎃🎃🎃DGENDARISTAN  ....ODEE    VAMPIRISTAN FALSHE  ..PREZIDENT  FALSHIFIKATOR.  KORUPZION ............... 
 2) USA   PREZDENT  D.  TRUMP",-1.0
57:17 WHAT IS ON BIDENS WRIST?,327.0
Someone’s been watching a bit too many deepfaked Joe Bidens,-1.0
"Biden: ""Vote and let your senators know-""
Trump: ""Are  you gonna pack the court?""
Biden: ""-how strongly you feel. Let- Vote now.""
Trump: ""Are you gonna pack the court?""
Biden: ""Make sure, in fact, let people know-""
Trump: ""He doesn't wanna answer the question.""
Biden: ""-your senators- I''m not gonna answer the question.""
Trump: ""Why won't you answer that question?""
Biden: ""Because the question is- The question is-""",-1.0
This debate was an embarrassment and I'm afraid Trump is entirely responsible for that. Would've been an actual debate if he wasn't interrupting every 2 seconds and if he didn't turn it into a personal debate,-1.0
Brought to you by Trump-The Idiot Man Child !,-1.0
"1:39:03
“Was that Hunter?”
“That was my son, Beau Biden!”
“I don’t know Beau, I know Hunter.”
Wow, what a dick.",-1.0
"*MY 18+ PHOTOS HERE **SEXYDATES.LIVE*


みゃあこさん！ฅ( ̳• ·̫ • ̳ฅ)ﾆｬﾝ
TANTA BEYEZAS QUE DIOS A HECHO EN ESTE MUNDO ASERE Y
DISEN QUE DIOS ES MALO SI DIOS ES MALO NADIE ES BUENO ASERE
MIL GRASIAS POR TANTA BEYESAS I loro stati di salute rispettivi prevenirli
ライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたもんね（笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした！今後は気を51x15009",-1.0
1:00:55 - 1:05:52 Trump eviscerates Biden.,-1.0
Hopefully we will never elect a scumbag like Trump again,-1.0
"This man straight up said, ""You're the worst president America has EVER had."" 
Then he took his job two months later.",-1.0
44:46 what I came here for,-1.0
"Biden shouldn't be running when Ron Paul and John McCain was running they were hounded about their physical health.
But somehow Biden gets a free pass",-1.0
lol,294.0
"1:14:50 Mr. President, stop. 

LOL",-1.0
The FBI has mastererminded noground for Army men to fight on.,-1.0
"When Joe biden said Inshallah to trump he mocking mean ""never"" in arabic mean ""God will"" it lost true meaning. But today it become ""im not promise, 50/50, never or no. That funny. Haha",-1.0
Why did Obiden need a teleprompter and Trump spoke it from the cuff?,-1.0
Classic Trump! #GmsIsraelites We have 100%BIBLICAL TRUTH,-1.0
"FBI investigation of 1,000 Homicides at 'Sun Keys Tip & Chips' Restaurant in Clayton County Georgia",-1.0
"ㅡKingdom power system change  개헌사항ㅡ국민투표ㅡ옹도정치ㅡ절대자ㆍ천검ㆍ천명ㆍ천리이치로서 다스리는 하나의 근본 치일본정치ㅡ도치정치 대의원제도ㅡ덕치일본ㆍ포덕지치ㆍ상포덕ㆍ하백성순리에 순응하는정치가
상선낙수정치가 수기수덕치인 정치가 주도하게 될것이다 ㆍ사물에 의거하여 더럽혀진 참본성을 수기수덕 입도 치인이 
유가사상의 공맹지도의 천도사상ㅡ천명사상ㅡ첝리이치로서 통치하는 시대가 도래하게 될 것이니라 ㆍ이것이 이도지치로서 다스리는 하나의 근본정치가 통치제도이다

ㅡ《지도자(국민)》는 만백성을 교화하여 다스리는 것이 지도자
이요ㆍ또한 지도자
을 인도자라고 한다

ㅡ《통치자/(절대신)》
는  하늘의 절대신/(태양신~유일신
~천신)으로 천검/(참수)
ㅡ천도/(하늘의천체계의 질서)ㅡ천명/(왕은 절대
신으로부터 천명을부여을 받아서 왕명에 거역자는 하늘의 명으로 목숨을
 거두는 것을 뜻한다 )ㅡ
천리이치로서 다스리게 되면은 아니다스려지는 것이 없도다 이것이 통치자는 하늘의 영을 부여을 통치하는 자이다) 
이러한 하늘의 천명을
부여받은자을 절대자라고 정의한다",-1.0
1:12:30 NO you were number 2 😂😂😂,-1.0
"Joe's ""how are you doing man?"" to Trump at the beginning is so hilariously casual. Love it",-1.0
Debates are no longer debates with is this.,-1.0
Miss trump very love trump💖💖🦅🇺🇸,-1.0
44:46 the HIGHLIGHT of this debate lmao,23.0
"These two were our choices for POTUS. No matter who won, we were screwed anyway.

Our country is a joke.",-1.0
Thankyou,-1.0
Yell,-1.0
So glad Trump is gone! This is so unbearable to watch! Trump just interrupts all the time!!!,-1.0
Biden laughs in the corner while Trump says “don’t use the word smart with me” for 2 hours,-1.0
拜登小儿闭嘴，川大统领说你不聪明就是不聪明!,6.0
Chris is a biased fuck. Why was he in charge of all the questions?,0.0
This is bullshit. Biden is obviously scripted and knew the questions ahead of time. This is another part of the Big Biden lie.,-1.0
"If Biden really did get 80 million votes people would have gone to his rallies wearing masks. They would have showed up regardless of Biden telling them not to. 

Biden is a fraud.",-1.0
Trump is like a five-year old. Biden was put on the defensive from the start because all Trump did was interrupt interrupt interrupt and he never really understood the meaning of a meaningful debate,-1.0
This is better than anything on Netflix.,-1.0
Let Tyra Banks be the debate moderator or Madea and see what happens lol,-1.0
It only took Trump 5 minutes before he started to interrupt for the rest of the bloody debate.,-1.0
I dont see how you all are saying both kept interrupting it was mostly Trump interrupting when Biden was talking...,-1.0
1:14:46 when you're texting someone and you both stop typing to let the other person finish,-1.0
Chris Wallace is sadly the WORST moderator EVER. He was PROTECTING Biden to make him look “GOOD”. TRUMP WAS ACTUALLY ROASTING THE HELL OUT OF BIDEN!,-1.0
IM SORRY BUT I CAN'T TAKE THIS SERIOUSLY 😂,-1.0
Best part of the debate 44:47,23.0
H,-1.0
41:10 ok what was that about?,-1.0
"You were Wrong INn very 1st Announcement !
We R Not Warriors-

Accepted; may B You R Not But We Dont Let It Go As Easily!!",-1.0
I love America baby! 👶,-1.0
"Donald Trump very good PRESIDENT give me money ,at home Camera ,me pushing suizide ,i'm invalid , i'm from kyrgyzstan,me enemy in like issykkul Jarkyn semeteeva!Please help me!🙏",-1.0
"What’s ironic about his insulin, is the fact that a family friend of mine lives paycheck to paycheck and barely got his last one on time because he was running out of insulin when this was being taped",-1.0
Boy... This is a mess,-1.0
OMG Biden is such a liar. Talking about helping the people yet making all these EO. Biggest joke ever,-1.0
