comment_text	hdb_labels
God  korea  all cut  out  제거작업ㅇk 수십명ㅡ수백명죽음 ㆍ감옥형에 처할것ㅡ한국호가 해체되거나 없어질수가 있는일이다ㆍ이들이 저질러놓은 죄값은 수십가지이다ㆍㆍ미국이 준비중인 사건을 조기에 투입하여 모조리 제포ㆍ구속ㆍ기소ㆍ미국법정에서 사형집행작업으로 돌입해야 할것이다ㆍ이것이  미국이 취할조치들이다ㆍ미국법정에서  사형집행작업에 돌입해야 할것이다ㆍ조기투입하시여 ㆍ모든 사건의 전모을 다파혜처야 할것이다	-1
"1:38:13 ""I am the least racist person, I can't see the audience because it's so dark"" Contradictory level hitting a million"	-1
Sad to say I think Biden won this one, Trump looks to busy and focused on other things than this debate whereas Biden has a laser sharp focus because he was messing up alot in previous speeches all the time, so hats off to him for doing. That being said, the worry is that I have a big distrust of Biden and the democrats, not solely through the youtube left/right democrast/republican videos but actually watching the sentate committee meetings in full length you can tell that the democrats are intentionally/politically manoeuvring and pushing through their agendas and politics, and sad to say whilst I get this is politics they heavily do that for critical issues that affect Americans, and mainly Republicans are the ones digging into the truth and getting the facts out. Biden worries me alot as he seems to have '2nd system syndrome' where, what may have worked in the past you try to repeat it, and he seems to want to do that for this Presidency without thinking what has changed since he left as VP, and that I think is very dangerous for the country	302
He hit me she hit me Abraham Lincoln, donald trump, policing.	-1
There country is Hollywood.	-1
Trump pull option  ok	-1
JOE BIDEN, YOU ARE FAKE PRESIDENT!!	-1
Trump, you are the president!!	-1
30:50	205
Tim heidecker as Biden the actor	-1
America has fallen so much this century.	61
I love how they used Chris Wallace to try and pull in early votes for Biden. Kirsten here is wonderful though.	-1
Biden real Pinocchio	-1
My family dinner table:	-1
Why is Trump’s short talks keep getting only 10 seconds to talk but Biden’s short talks are like 30?	-1
Trump likes the police Biden hates the police Obama Hates Police and Milltary	-1
@1:39:05 Biden trolls Trump with the Abraham comment lol Biden knew what he was doing 🤣	-1
We are finally done with this incompetent, ignorant, self stroking, ass clown. And if any person still supports this insurrectionist, seditious, treasons piece of garbage... then you are just as ignorant, un-American, and as big of a piece a shit as him.	-1
Trump trounced Biden	311
What if Joe Biden's the Scranton strangler :OOOO	-1
Joe, since you took office...deaths have still occurred...are you going to take responsibility and are you gonna resign your position??  Also, schools are still shutdown...you haven’t ended anything.  Only thing you managed to do was increase the price of fuel, take jobs, and steel is up 21%.  Wtf....joe said in this debate “you said this was gonna end at Easter.”  Lmfao, you said you would end it and it’s still here	-1
I don’t care who wins the election anymore	-1
SNL skit was funny but this is gold	-1
I don't know but I don't trust this Joe Biden at all!!! I think Trump his right, He do not need to steel money cos he was rich before came to president, but that joe biden is a little bit corrupt to make all family rich I think trump is not liying... if I were american i would take care of him.	-1
I saw  joe biden crying	-1
I am from Iraq and I do not speak English, but I speak Arabic. Could you tell me why, if America entered a land that would be devastated and devastated, I think that what is in Iraq of devastation is because America and Iran have exploited Iraq. The wars that have lost, if it were spent for good, it would not have suffered from Aasin now, and America would have become indisputable, but now it is not the first	-1
This wasn’t even a debate, this was 2 kindergartners arguing at recess.	-1
The many polyester legally plant because bead likely sprout upon a tricky box.  fretful, enormous pastor	-1
How sad. Millions of Americans allowed their FEELINGS - their HATRED for Donald Trump - to make FOOLS of them. And now we're all paying the price.	-1
I do not care who is mad at me but trump should be in right now	-1
Clarence Thomas is right for defending Donald Trump	-1
I'm really, really glad Trump lost🤣🤣👍	-1
This new guy he look like the devil or the antichrist in hollywood movie characters	-1
https://www.youtube.com/watch?v=8tFUaKXdH-0	160
*we're rounding the turn* February 2021 : 500,000 deaths	-1
Biden already flip flopping on half the stuff he said in this	-1
Best debates in American history lol	-1
I’d rwl make me T th same ñevel ad u can i csn dimdpirogr therr nit nebrsñm ecÑ snd bte i wojld ñove to pleame before yourblovely jufgrnmkndher	-1
If it took 67 million votes to win and trump got 75 million then, there is no disputing voter fraud because numbers dont lie. My only question is... why does anything else matter after that.	-1
“We have to protect our seniors “ speaking like a young man	-1
She was dancing on the streets of Chinatown in San fransisco🤣🤣🤣	-1
I pledge allegiance to the flag 🏳 of United States of America to the Republicans for which it stands one Nation under God individual with Liberty 🗽 justice ⚖ for All Everyone Rights Matter and our opinion Rights Matter God Bless USA 🙏❤✨♥ Praying	-1
1:01:37 is when I thought there was a personal fight going on because I didn't understand most of what they were saying.	-1
Ok...yes I'm late, but why is Biden talking like he has no since? Can we just talk about how there are more Trump supporters than there are biden supporters!!? The only reason why biden won was because demorats CHEATED!!!!!!😂    biden will rise gas prices and he will close schools,stores and more down soon!! TRUMP 2020	-1
Turns out that laptop was not a russian plant. So much for bringing back character to the whitehouse	-1
Team trump	-1
i disliked this video and it was not counted so these stats are obviously doctored by youtube	-1
Trump should be vice presidents. His policies and political views are brilliant but he is a terrible american symbol	-1
the 1:02:52 part is amazing	-1
trump is saying that we just have to live with covid and then biden disagrees. now he's in office and says there is no way to change the trajectory of the virus. we even have fucking fauci saying we have to mask up to 2022. trump was basically right but people are literal sheep	-1
Thank God Trump lost. There is a good God	-1
50:12	205
Thanksgiving is super sweet sweet sour sweet sweet potato sweet sour sweet sweet	-1
0:29 why did I hear a text message?	-1
Spongebob debate video brought me here😂	-1
It sickens me that every time Biden brings up a 'fact', Trump responds with a smirk personal attack instead!  Disclaimer, I used to have respect for Trump, and I'm not saying Biden is a great person. But just based solely on their Public responses.	-1
1:44:00 did he just daaamnit  Did he just started with China aand hahahahah damn it’s good that trump lost the election if it wasn’t here by now would’ve been a big war for sure LMAO	-1
"""I think I have great relationships with all people."" YA RIGHT!"	-1
Trump: Rusha Rusha Rusha	-1
Trump at 1:28:07 😂	-1
Trump's face from 1:01:39 until 1:01:45 is hilarious!	-1
“I was a businessman doing business”	-1
Us asians be like: Da heck dey doin oba derrr	-1
TRUMP (also known as THE INTERRUPTER).	-1
Trumps face be like : he is gonna screw me up 😂😂😂	-1
Biden is stupid for just calling Abraham Lincoln  racist when he was one of the best presidents	-1
Trump should have won	-1
I see a lot of comments about how bad this debate was.  This was actually the civil debate, and the first debate was the bad one.	-1
This guy calls President Trump a racist Abraham Lincoln, a Clown, and tells him to shut up. THAT'S professional, mature,  and worthy of being the ruler of this land??  I know not!	-1
"1:01:30  ""billians and billians of dollars"",  why bill-Ian's tho"	-1
Narcissism at its best.	-1
https://youtu.be/qUm2KWPmnHg	158
President Trump's execution of Obama's disastrous individual mandate helps BIG TIME!  I am one citizen who appreciates him for that!	-1
"1:38:28 ""Abraham Lincoln here is one of the most racist presidents we've had in modern history, he pours fuel on every single racist fire."" -Joe Biden"	279
"*Haha 1:38:50 ""The poor boys""..."	-1
You can literally see the senile struggle grandpa biden has. 1:34:52 good actual and factual question and or point whether or not you like him it is a good point	-1
Is it me or is Trump sides look more filthy whilst Biden’s look’s more fresher.	-1
"Would you stop blaming Russia for voter fraud? It's called the deep state, Foreign intellect has been inferring in our elections for decades. They cheated in 2016 but they underestimated how many votes they needed to cheat. That is how Trump won. In 2020 They were able to rig the election using the dominion voter machines. The real numbers of votes for biden was 69 million. Trump was 80 million. They have made a grave mistake now, they tried to impeach a quote ""Private citizen"" or ""Former President"" you can't impeach a president that isn't in office. Unless He still technically is. The helicopter Trump uses is the White House Helicopter. biden isn't the president of america but a fraudulent organization. Trump was auiquited during the finale day of the impeachment trial. biden is just a puppet of the deep state and the ccp (Chinese communist party) The truth is out and for only those who believe it."	-1
Biden is just lying and ignoring what trump is saying the whole time. He didn’t get elected!! He is not the most popular president in history!!	-1
This video saved my sisters life. She was hit by a drunk driver head on, and was put into a coma, and was expected to die or be paralyzed for the rest of her life. My family had lost all hope of her ever living a normal life, and we almost took her off life support. As the process to end her life was taking place, the debate was being streamed on tv. Suddenly, she got up and turned off the tv. Thank you Trump and Biden for saving my sisters life 👏👏	-1
We really elected Biden over Trump smh this country is so dumb.	-1
Who is bes	-1
She be cutting trump off and letting Biden ramble for minutes	-1
LETS GO BIDEN!! GET OUTTA HERE TRUMP	-1
This debate is sponsored by booze.	-1
trump stop talking about how great you and your team is and start talking like a president	-1
TRUMP 2024.!!!!!!!! Biden/Harris CAPITALIZING ON YOUR FEAR!!!!!! And NOW we ALL KNOW HOW CUOMO GOT «THE NUMBERS DOWN»... by lying to the PEOPLE AND the FBI.!!	-1
Respect Biden from Bosnia and Herzegovina thanks for recognizing and supporting us thru war	-1
Danielle is super sweet	-1
Not donald trump comparing himself to Abraham Lincoln.	96
Bruh where’s our stimulus check bro	-1
The mask does not work it's been proven so whoever thinks that it's idiot	-1
Its about accumulating wealth and no violence. “Biden” 2020	-1
Huh.	-1
THE WALL WHERES THE WALL? MMMMMMM?   TRUMP **2021**. HAHAH	-1
Now it’s Biden’s fault 40k died since January	-1
"The only thing I like about Trump:        The way he says ""millions"""	-1
Why the hell is this in my recommended...(wait for it)...in 2021????	-1
ok wait so biden says he has a plan but he has no plan	286
Cool	193
Trump is always proven right down the line!	-1
The realist and the best conversation sounds like this! More than having a discussion on a table with chopsticks.	-1
Don't cry now it's a punishment for u dear trump. Now swear u will not say the words like its time to make Jerusalem as capital of isreal....pity  guy	-1
"President Donald Trump's Impeachment Papers Retail Price $4.99 USD Reports say That Donald Trump is married to Victor Hill as a Gay man in Idelik Federal Prison. Sheriff Victor Hill is in Federal Prison for the Murder of Tesha Michel(FBI Alias Gwenevere McCord) and all murders Inside Super Band Comics, Inc. Lawsuits. IDELIK FEDERAL PRISON HAS SEIZED TYLER PERRY STUDIOS AS DAVID GOLPHIN JR DOING BUSINESS AS THE SUPREME COURT DEATH PENALTY. The Osama Bin Laden will Bomb all islands, TERRITORIES and Properties. Attention Planet Earth Bomb every Police car that say ""Sheriff Victor Hill"": mission for Noob Saibot first infantry. (Sheriff Victor Hill murders Tesha Michel to mastermind how to sell counterfeit Idelik shoes)"	-1
She doesn't let him talk...	-1
Shut down..... 😆	-1
I'm gonna lock 🔐 myself in the basement lol 😆	-1
President Donald Trump's Impeachment Papers Retail Price $4.99 USD Reports say That Donald Trump is married to Victor Hill as a Gay man in Idelik Federal Prison. Sheriff Victor Hill is in Federal Prison for the Murder of Tesha Michel and all murders Inside Super Band Comics, Inc. Lawsuits	-1
President Donald Trump's Impeachment Papers Retail Price $4.99 USD	-1
FBI Giant and Tyrant King David Nelson Nelson Golphin Jr is stomping President Joe Biden to Death.	-1
@59:22 good answer mr president that why your the best and looking after the American peoples interests.	-1
okay- when trump was talking about blm protesters chanting about cops- people are being killed by the cops on a day to day basis and you literally don't care but some people fighting for justice are calling your cops pigs and you immediately thing they're bad people- i- gurl-	-1
Crazy how both of them are running for the highest office in the country and they only get 2mins to speak!	-1
Trump 2024!!	222
OUR CITES DESTROYED TO BUILD UP ALL OTHER COUNTRY'S CAUSE SATAN KNOWS WE ARE GOING TO DIE IN AMERICA WE ARE SCAMMED RUINED MURDERED BY US GOV  @t  MURDERING ITS CITIZENS CAUSING CONVULSIONS AND DEATH STERILIZATION OF AMERICAN CITIZENS CRIMES BRINGING CRIMINALS ALL OVER THE WORLD INTO OUR COUNTRY JOE AND KAMILLA SATAN WITCH TO KILL US EVERY DAY LIES LIES NO HELP @t     .......@xFZ4	-1
trump: this wasn't created by smart people me: so.. you?	-1
I think joe is going see nyle	-1
I'm going to school not wearing a a face covering take that Uncle joe	-1
Those vaccine comments from sleepy joe didnt age well....	-1
not cheeto arguing with grandpa over who is richer	-1
"1:20:23 holeeee shit, biden just agreed that his hero act was only for badly run democratic states. He says ""we're going to have to bail them out too"" right after trump said biden was trying to bail out blue states and joe biden denied."	-1
1:19:35 joe biden says he doesn't see red states or blue states but he's wearing a blue tie.	-1
Trump' ' im gonna take full reponsibilitties' ' Two seconds later ' ' its all china's fault	35
"Trump negotiating with Nancy Pelosi?  Didn't he negotiate another stimulus check for the American people to Nancy and she denied it because ""Orange man bad""?   Fuck that statement."	-1
Lol glad he's gone.	-1
No evidence of ballot fraud Most secure election in history Republicans are authoritarian sheep, or at least the congressmen/women and senators. Dems arent much different but unlike republicans they're not suffering from thought crime and can have different opinions.	-1
Biden is a beast. The Democrats want to terrorize Trump and his  supporters. Let's fight against Biden. We need to support, in word and  deed, our President Trump. More than half of Americans voted for Trump.  Biden switched the results. Our Trump has always stood for a real  hardworking honest American. People need to go out with guns and support	-1
I don't even watch my own country presidential debate but am here not even skipping for a mere 10 seconds because this is absolutely hilarious. On one hand you have biden who might or might not be a good man 100% but he sure is a presidential material compared to donald duck who thinks it's all about him and his awesome thoughts. Please wake up my dear friends in USA, put donald duckie aside and focus on rebuilding the USA together with biden, you used to be an awesome country, top 3 infact but due to one clueless disney character you're now stucked with having to rebuild your awesome country. All those followers who stormed capitol might not admit it openly but i am SURE they regret doing it because now their beloved god donald d has just cast them aside despite the fact that he was the one who instigated the whole mess that they've put themselves in to and now am suffering for believing this cartoon character by being hunted by the F.B.I please do not let him cause more mess and please put him and his family aside and focus on covid and rebuilding your country and foreign relation as all three problems were messed up by that duck who camt even stand straight, with that arched butt of his but still please focus on impeachment as he really needs to be in prison for the crimes he committed especially to those poor childrens who lost their parents. We do enjoy this comedy but at the same time am hoping you can get back on your feet fast! Why didn't they cut duckies mike more? Do you guys see his expression everytime it gets cut? God he's a clown. How did he become a president to one of the top 3 country in this world? Is he smart or is american citizens stupid for voting him in? Time will tell. God bless guys and please post more content on this clown so this world stricken by fear due to covid can all enjoy a good belly laugh!!	-1
Funny to re-watch this in February of 2021	-1
Democrats are disingenuous idiots.  Trump will win his trial. The few Republicans claiming to vote against Trump are going against their own constituents. They're idiots too...MAGA 2024, we'll see you in 4 years!!!	-1
Good China slave, good. Preach for puppet Biden more so China can grow stronger	-1
i'm asian, but this is interesting as fuck	-1
This has got to be a joke	146
“AOC plus three. I mean she’s got a good line of stuff but she knows nothing” I KNOW Trump is obsessed with her, 😂😂😂😂	-1
the plague also causes economic losses of trillions of Trillion dollars; the unemployment rate in the United States has increased by more than 50%~the streets are full of American homeless~ The above is the great historical merits of the Donald Trump family when they were president of the United States~ God bless the United States, and may the United States of America have more Donald Trump presidents.	-1
You can't be timid, you have to be a people person and be chatty .	-1
The FBI has mastererminded noground for Army men to fight on.	-1
Trump was very polite. The moderator kept interrupting him yet he just gave facts after facts. Biden smiles knowing the puppet he is and that he ll win no matter what he says or what he forgets to say	-1
Take a shot everytime Trump interrupts the woman moderating.... Jesus. He's just so disrespectful to literally everyone.	-1
so now ,we have finally a real president . not someone who does whatever he wants not following the law.	-1
It's kindda funny that one of them is wearing red tie and other is wearing blue 😂	-1
POV: You're watching two old geezers debating	-1
Is anyone here to revel in Biden’s victory and our return to a shred of normalcy?	-1
A stripper walks into a crack house in China and says...HAVE YOU READ THE NEW HUNTER BIDEN BOOK?	-1
48:04	205
What’s the best parts of the election	-1
Why isn't debates like this happens  same in India....	-1
All Biden can do is just say what ppl wanna hear ppl say trump is terrible but yet y’all don’t know a thing about politics tell em one thing you like about Biden quarentee u all say he isn’t racist y’all are bunch of jokes. Just watch your economy get screwed in a year with this water head in office now	-1
44:00 I just took a deep breath with Joe. 45th just repeated what he said, but still didn't agree with extra protection for business. Wow. At least, this guys is gone. Phew	-1
Trump won	203
Joe is Brain Died	239
Joe is the EVIL DEVIL	239
Role player.	-1
29:25	205
It's amazing how much younger Trump looks and they are almost the same age	-1
"Moderator: ""So Mr President/Mr Vice President,  how do YOU plan to improve such and such ""  BOTH : "" well HE sucks bc of such and such""   ... real informative"	-1
wait is this the SNL one or the real one?	-1
Joe Biden talk like modi ...this guy is a fool	-1
I think that moderator was on bidens side lol	-1
He said that he's going to win the house lol well apparently he didn't win the house and neither did he win re-election of the White House 😂😂😂😂😂 1:08:55	-1
18:17	-1
I finally came here after watching all the memes and hoo boy they did NOT disappoint	-1
Did he really just say.... goggles?	-1
Obama 2009: Yes we can Trump 2016: lock her up Biden2020: Will u shut up man	-1
1:48:04 Joe: I don’t know where he comes from Trump: Queens Biden: Brooklyn	-1
I'm willing to move forward with a Biden presidency. But Trump deserved it. Biden has had 8 years of corruption and wars. To blame a virus that we can't control on one guy is ridiculous. The Democrats did not want to close the borders at first.	-1
Small business owners: if you cannot pay your own employees a LIVABLE wage, not just a raised minimum wage, LIVABLE ($22/hr), you should NOT be in business. It’s what McDonald employees make in other countries, starting wage, along with full benefits. Their burger prices only went up .23 cents. How? Lower your profit margins between owner’s pay and employees’ pay. In our late-stage capitalist society, value of blue-collar workers is not being appreciated.	264
To Trump and his supporters:  You held rallies with no social distancing, no masks.   Yet, you’re surprised that so many republicans died due to COVID-19 and weren’t able to vote?   Biden supporters like me won BECAUSE WE ARE ALIVE in our “basements”. There. I’ve just solved your election issues. Trump fucked himself.	-1
Ha! They actually had to enforce the rules b/c of Trump! 🤣	-1
"45:37 ""Americans don't panic!"". Bwahahaha. This was the comment Trump should have taken Biden to task for. Hey Joe? Even now, five months later, people still can't get their hands on Clorox disinfectant wipes. Where have you been?"	-1
Рашн пипл есть? Кто здесь после приговора 2 года в тюрьме ноу нейм блоггеру?	201
Donald Trump: I am the least racist person in this room.  also Donald trump https://www.youtube.com/watch?v=2pPSCMtP15k	119
58:20 I was a businessman, doing business	-1
Hahah trump coo birds! U all got fired!!	-1
Trump the  clown got FIRED!!!!!!	-1
Trump: str8 forward answer. Biden: str8 politics.	-1
1:36:56 russiaaah 1:01:43 chinaah	-1
Trump: 😗🎃👐👌✋👎👍 Biden: 😬🙄🤔😁🤨😏😳😯😦😧😲😮	-1
hhh I thought pakistan is the only country the corruption problem but hh h amarican also do its really weird	-1
Is there only me from Brazilians here? ;-;	-1
Trump doesn't look well here at all.  A real lack of energy from both candidates here.	-1
Biden faker than the word fake	-1
Look at who won the election trump	-1
Biden is a liar. Russia , Iran and China interfered with elections and Biden did not do anything about that.	-1
TRUMP: Make America Great Again! BiDeN: ShUt Up YoUr WrOnG!!	-1
I'm only ten but this is very interesting!!	-1
dariusperkinsdpe@gal.com you have to be a good girl	-1
Yes 🥰 like to know 😸 and I'm sorry	-1
"As an indonesia sorry to say that trump say ""its not my fault"" is so freaking stupid"	-1
39:51   Dying: 2 times  42:13  Dying: 1 time	-1
Damn Biden was reaching.	-1
Biden repeatedly goes “my response is”, like yea we know it’s your response what the fuck🤣🤣	-1
Nancy pelosi dancing in streets😂	-1
Biden lied to get your votes,you people are fools and thanks to iou America has to suffer	-1
Biden claimed he's worried about the spread of the virus, so you dumb fucks will vote for  him,he gets elected and opens up the borders, and he fucked us all on many other things, you fruitcakes are dumb,and you're shit people in general	-1
I'm not sure who the bigger idiot is, joe Biden or the morons who voted for him	-1
I watched a special on a man who served 15 years for a Sexual Assault charge I thought My God our former so called President Trump was accused by 26 women And long before he announced running for president was charged with rape of a 13 year old	-1
Trump was self funded joe was bought and controlled like a puppet. Know the difference!!!	-1
La coordinadora siempre interrumpe a Trump con otra pregunta y al otro  nunca.	-1
This is literally just 2 toddlers arguing except one likes red and the other likes blue	-1
Trump is a monster.	-1
"It's pronounce ""Fow-see"". Learn Italian, you idiots!"	-1
Looks like Trump was right about Joe banning fracking people lost jobs already	-1
Biden 😂😅🤣be serious	-1
No one tALking about abortion	-1
Election was fraudulent , Donald Trump won	-1
joe said he would put a stop to fracking and look what hes doing now	131
Pov; you’re joe biden getting bored while Trump is talking, so you decided to play angry birds on your phone. Thats why you keep looking down	-1
Vs	-1
That lady should stop interrupting them. i got a headache listening to this	-1
Maybe all you Biden supporters should come back and watch this debate 🤔	-1
profiled	-1
cry baby	-1
boomers with different colored ties argue like they're in a reddit thread	-1
NOT THE RAPIST  BLAMING CHINA	-1
"@1:38:23 ""Abraham Lincoln here is the most racist President in modern history'"	280
"""ventilators , VENTILATORS"" ? yeah , that'll take care a pandemic !"	-1
It’s a ᵍʰᵒˢᵗ town	-1
Is no one going to talk about how Biden must have been affected at the thought of people losing their partners? Reaching over and finding an empty space. He went through that.	-1
This was increible lol	-1
I like the US presidential debates,	-1
joe trying not to laugh	239
Trump is being racist to Joe Biden 44:27	-1
LETS GO BIDEN	321
So, Biden wishes Trump his good health, while Trump makes fun of Biden’s dead son.	-1
why does the debate seam like a game show	-1
37:13 is exactly why he lost	-1
We are transitioning from an industrial age to a digital age and our generation of young men and women are only about social media.   Social media has it's benefits but it will be the death of the world.  Social media has a negative influence on the world to the point where we have lost focus.	-1
Trump can care less about people are losing love ones	-1
now we can see that trump had no plan and that he lied on the stage in front of the american people.	-1
Biden is better then trump             No cap	313
Jesus this debate went in the deep end!!! Where’s Lester holt when you need him??	-1
1st  one was the best no doubt.	157
someone please explain to me why they are giving us a vaccine, when you get sick or a virus. your immune system duplicates the blueprint of the virus, or sickness, so that you dont get it again. so why when our bodies already have and create the antibodies, are you giving everyone a vaccine, when it will just inject the blueprint of the virus back into you.	111
Trump: who built the cages joe Joe:🙄	-1
I am so confused $15 an hour minimum wage in Canada the minimum wage is $12 an hour $15 American in Canada is $20 like damb	-1
Isn’t is funny how democrats r pro choice wen it comes to abortion but they gonna shut the country down so people don’t die from COVID uhh democrats democrats democrats they so funny	-1
It turned to a fortnite chat	-1
Omg I love this Man! 😆❤️ TRUMP 2021✊	-1
Trump 2020	223
1:01:01 Trump: WAIT NO I HAVE TO RESPOND TO THAT  Sounds like a little kid whining	26
There seems to be no sign of intelligent life	-1
kills all the birds	97
Biden did pretty damn well in this debate. Now he's president!	288
This is not the original debate! Joe had a bulk & wh tie!	-1
